Date,Open,High,Low,Close,Volume
2010-01-04,48.163082122802734,48.23476791381836,46.9713249206543,47.141578674316406,12419852
2010-01-05,47.141578674316406,47.3028678894043,46.71147155761719,47.09677505493164,6852240
2010-01-06,47.37455368041992,47.544803619384766,46.84587860107422,46.92652130126953,4351172
2010-01-07,46.48745346069336,46.774192810058594,46.317203521728516,46.51433563232422,2788996
2010-01-08,46.962364196777344,47.09677505493164,46.5949821472168,46.890682220458984,5775188
2010-01-11,47.571685791015625,47.831539154052734,47.517921447753906,47.732975006103516,3014986
2010-01-12,46.88172149658203,47.3655891418457,46.85483932495117,47.20429992675781,3190421
2010-01-13,47.52688217163086,47.706092834472656,47.37455368041992,47.50896072387695,3109734
2010-01-14,47.706092834472656,48.163082122802734,47.68817138671875,48.07347869873047,3822635
2010-01-15,47.34767150878906,47.50896072387695,47.025089263916016,47.383514404296875,2726723
2010-01-19,48.109317779541016,48.378135681152344,47.98387145996094,48.11827850341797,4918212
2010-01-20,47.98387145996094,48.21684646606445,47.6344108581543,47.96595001220703,4383202
2010-01-21,48.48566436767578,48.5394287109375,47.79570007324219,47.921146392822266,4356194
2010-01-22,48.17204284667969,48.47670364379883,47.948028564453125,48.001792907714844,4287560
2010-01-25,48.0107536315918,48.082435607910156,47.80466079711914,47.90322494506836,2284787
2010-01-26,48.566307067871094,48.80824279785156,48.36021423339844,48.7186393737793,4497815
2010-01-27,48.55734634399414,48.933692932128906,48.47670364379883,48.87992858886719,2384892
2010-01-28,48.27061080932617,48.63799285888672,48.11827850341797,48.440860748291016,4141588
2010-01-29,48.17204284667969,48.351253509521484,47.93010711669922,47.96595001220703,2058685
2010-02-01,48.163082122802734,48.50358581542969,48.109317779541016,48.440860748291016,2729178
2010-02-02,48.682796478271484,49.13082504272461,48.57526779174805,49.032257080078125,2219278
2010-02-03,49.148746490478516,49.220428466796875,48.92473220825195,49.10394287109375,2383664
2010-02-04,48.82616424560547,48.85304641723633,48.36917495727539,48.48566436767578,3718624
2010-02-05,47.90322494506836,48.06451416015625,47.28494644165039,47.858421325683594,4576828
2010-02-08,47.517921447753906,47.894264221191406,47.41935348510742,47.56272506713867,1740402
2010-02-09,47.6971321105957,48.19892501831055,47.544803619384766,48.0107536315918,2798593
2010-02-10,47.894264221191406,48.037635803222656,47.455196380615234,47.68817138671875,1985029
2010-02-11,47.88530349731445,48.306453704833984,47.616485595703125,48.26165008544922,1263312
2010-02-12,48.06451416015625,48.136199951171875,47.75089645385742,48.12723922729492,2175977
2010-02-16,48.189964294433594,48.66487503051758,48.11827850341797,48.61111068725586,1982239
2010-02-17,49.059139251708984,49.07706069946289,48.629032135009766,48.77239990234375,2633872
2010-02-18,49.086021423339844,49.21147155761719,48.7813606262207,49.1129035949707,4133106
2010-02-19,49.390682220458984,49.551971435546875,49.1129035949707,49.51612854003906,4750142
2010-02-22,49.740142822265625,49.740142822265625,48.97849655151367,49.07706069946289,3825983
2010-02-23,48.85304641723633,48.94265365600586,48.61111068725586,48.7365608215332,4466120
2010-02-24,49.193546295166016,49.31899642944336,48.97849655151367,49.175628662109375,1892290
2010-02-25,48.86200714111328,49.336917877197266,48.67383575439453,49.336917877197266,1957799
2010-02-26,49.48028564453125,49.84767150878906,49.202510833740234,49.56989288330078,2002216
2010-03-01,49.90143585205078,49.90143585205078,49.61469650268555,49.74910354614258,2645255
2010-03-02,49.005374908447266,49.005374908447266,48.51254653930664,48.62007141113281,8343774
2010-03-03,48.7813606262207,49.02329635620117,48.47670364379883,48.682796478271484,5093647
