,ABT,IBM,ORCL,INTC,MO,NVS,PFE,TMUS,KO,XOM
3138,103.49931,130.95654,68.20631,37.6718,43.411644,85.798454,47.161903,118.81881,61.076782,88.137436
3139,103.517624,131.20749,68.085915,37.162006,43.636047,85.69403,47.059162,119.2422,61.044514,87.74547
3140,103.47814,131.74754,68.062126,36.869385,43.77272,85.62402,46.855583,119.65544,61.033955,86.54434
3141,103.281334,132.09769,68.171814,36.679184,44.06015,85.74385,46.760944,119.876366,60.90164,86.08697
3142,103.201164,131.87079,68.12366,36.02229,44.15813,85.90521,46.781292,119.98853,60.849895,86.24854
3143,103.445625,131.97333,68.29779,35.816895,44.25642,86.4351,46.729492,120.24463,60.83199,86.85169
3144,103.66525,132.34972,68.20744,35.70117,44.54288,86.3933,46.517124,120.22365,60.862232,87.52563
3145,103.77048,133.13173,68.54966,35.694263,44.787804,86.340935,46.61206,120.56188,60.85168,88.47101
3146,103.89505,133.63327,68.73976,35.600304,44.926865,86.27552,46.577496,120.79475,61.034363,88.735176
3147,103.9656,135.09666,68.9163,35.626328,45.156204,86.12363,46.57089,121.10533,61.21702,88.61207
3148,104.24993,136.547,68.85513,35.801746,45.3194,85.856735,46.59641,121.47699,61.386066,88.14481
3149,103.98665,137.9294,68.885086,36.021442,45.4999,85.73881,46.44393,121.47592,61.53535,88.97388
3150,104.03478,138.87418,68.86698,35.969906,45.589066,85.343735,46.374878,121.537636,61.628723,89.58729
3151,103.890625,137.88942,68.73989,35.42289,45.629204,85.50579,46.262794,121.469086,61.596027,90.05607
3152,103.73081,137.1308,68.457565,34.83357,45.817024,84.95221,46.175854,121.41358,61.563034,90.65259
3153,103.3289,136.18842,68.23308,34.52211,45.80328,84.719505,45.912228,121.311134,61.55627,92.01048
3154,102.98884,135.49977,68.22721,34.651943,46.042747,84.442444,45.8551,121.496185,61.493797,92.949
3155,102.724106,134.03699,68.024055,34.33909,46.052162,84.17537,45.59195,121.58338,61.34336,92.68456
3156,102.250824,132.533,67.79784,34.28778,46.14309,83.94814,45.342796,121.501495,61.07628,93.01866
3157,101.73207,131.71608,67.471634,33.85575,46.066032,83.2638,45.17334,121.44499,60.701717,92.758736
3158,101.33249,130.80252,67.081436,33.155815,45.995144,82.91398,44.885963,121.416824,60.405025,92.88358
3159,101.199265,130.28967,67.05854,32.809296,45.984882,82.41384,44.83558,121.440056,60.181427,92.219894
3160,100.809525,129.4295,67.10366,32.359367,45.87447,81.93443,44.62736,121.27642,59.935566,92.55727
3161,100.55513,128.50336,67.14994,32.120476,45.733986,81.522385,44.541946,121.17732,59.62115,92.44301
3162,100.42348,127.8747,67.04451,31.88736,45.552155,81.23162,44.50986,121.20223,59.749924,92.20316
3163,100.60659,128.32161,66.925865,31.369122,45.532497,81.19995,44.52226,121.32012,59.690845,91.67705
3164,100.98011,128.54398,67.07457,31.180317,45.57383,81.497116,44.7111,121.21801,59.704098,91.958206
3165,101.00873,129.22794,67.48805,31.208344,45.64611,81.86013,44.751022,121.188614,59.85504,92.183754
3166,100.91101,128.95837,67.58788,30.959967,45.130123,82.15175,44.767464,121.046974,59.608223,92.126625
3167,100.88509,128.29672,67.14206,30.488226,44.536877,82.13753,44.5669,120.72349,59.41244,92.48562
